Алеко-Кюёль;Билибино;0,000;0,000;36,567
Алеко-Кюёль;Сватай;0,000;0,000;4,400
Андрюшкино;Алеко-Кюёль;0,000;0,000;12,992
Андрюшкино;Аргахтах;0,000;0,000;3,608
Андрюшкино;Билибино;0,000;0,000;23,700
Андрюшкино;Налимск;0,000;0,000;7,462
Андрюшкино;Ойусардах;0,000;0,000;13,700
Андрюшкино;Сватай;0,000;0,000;10,000
Андрюшкино;Среднеколымск;0,000;0,000;8,100
Андрюшкино;Сылгы-Ытар;0,000;0,000;11,042
Андрюшкино;Эбях;0,000;0,000;12,524
Анюйск;Алеко-Кюёль;0,000;0,000;28,684
Анюйск;Андрюшкино;0,000;0,000;15,808
Анюйск;Аргахтах;0,000;0,000;19,300
Анюйск;Билибино;0,000;0,000;8,588
Анюйск;Две Виски;0,000;0,000;0,000
Анюйск;Ермолово;0,000;0,000;0,000
Анюйск;Кепервеем;0,000;1,000;0,000
Анюйск;Колымское;0,000;0,000;7,716
Анюйск;Михалкино;0,000;0,000;0,000
Анюйск;Налимск;0,000;0,000;23,150
Анюйск;Нижнеколымск;0,000;0,000;1,584
Анюйск;Ойусардах;0,000;0,000;29,384
Анюйск;Омолон;0,000;0,000;26,450
Анюйск;Островное;0,000;0,560;0,000
Анюйск;Походск;0,000;0,000;0,000
Анюйск;Сватай;0,000;0,000;25,684
Анюйск;Среднеколымск;0,000;0,000;23,800
Анюйск;Сылгы-Ытар;0,000;0,000;26,734
Анюйск;Черский;0,000;0,000;2,700
Анюйск;Эбях;0,000;0,000;28,216
Аргахтах;Алеко-Кюёль;0,000;0,000;9,442
Аргахтах;Билибино;0,000;0,000;27,184
Аргахтах;Налимск;0,000;0,000;3,916
Аргахтах;Ойусардах;0,000;0,000;10,150
Аргахтах;Сватай;0,000;0,000;6,450
Аргахтах;Сылгы-Ытар;0,000;0,000;7,496
Аргахтах;Эбях;0,000;0,000;8,976
Две Виски;Михалкино;0,000;0,000;0,000
Две Виски;Походск;0,000;0,000;0,000
Ермолово;Две Виски;0,000;0,000;0,000
Ермолово;Михалкино;0,000;0,000;0,000
Ермолово;Походск;0,000;0,000;0,000
Илирней;Алеко-Кюёль;0,000;0,000;43,634
Илирней;Андрюшкино;0,000;0,000;30,766
Илирней;Анюйск;0,000;0,000;15,824
Илирней;Аргахтах;0,000;0,000;34,266
Илирней;Билибино;0,000;0,000;7,124
Илирней;Колымское;0,000;0,000;22,666
Илирней;Налимск;0,000;0,000;38,100
Илирней;Нижнеколымск;0,000;0,000;17,384
Илирней;Ойусардах;0,000;0,000;44,334
Илирней;Омолон;0,000;0,000;22,816
Илирней;Островное;0,000;0,000;12,642
Илирней;Сватай;0,000;0,000;40,634
Илирней;Среднеколымск;0,000;0,000;38,734
Илирней;Сылгы-Ытар;0,000;0,000;41,700
Илирней;Черский;0,000;0,000;16,416
Илирней;Эбях;0,000;0,000;43,166
Кепервеем;Алеко-Кюёль;0,000;0,000;37,634
Кепервеем;Андрюшкино;0,000;0,000;24,766
Кепервеем;Аргахтах;0,000;0,000;28,266
Кепервеем;Билибино;0,803;0,000;0,000
Кепервеем;Илирней;0,000;0,505;4,670
Кепервеем;Колымское;0,000;0,000;16,676
Кепервеем;Магадан;0,000;3,000;0,000
Кепервеем;Налимск;0,000;0,000;32,116
Кепервеем;Нижнеколымск;0,000;0,000;11,400
Кепервеем;Ойусардах;0,000;0,000;38,334
Кепервеем;Омолон;0,000;1,905;16,330
Кепервеем;Островное;4,530;0,440;6,654
Кепервеем;Певек;0,000;1,635;0,000
Кепервеем;Сватай;0,000;0,000;34,634
Кепервеем;Среднеколымск;0,000;0,000;32,750
Кепервеем;Сылгы-Ытар;0,000;0,000;35,700
Кепервеем;Черский;9,300;0,000;10,424
Кепервеем;Эбях;0,000;0,000;37,166
Колымское;Алеко-Кюёль;0,000;0,000;21,066
Колымское;Андрюшкино;0,000;0,000;8,196
Колымское;Аргахтах;0,000;0,000;11,684
Колымское;Билибино;0,000;0,000;15,600
Колымское;Две Виски;0,000;0,000;0,000
Колымское;Ермолово;0,000;0,000;0,000
Колымское;Михалкино;0,000;0,000;0,000
Колымское;Налимск;0,000;0,000;15,542
Колымское;Ойусардах;0,000;0,000;21,766
Колымское;Походск;0,000;0,000;0,000
